,meanImp,medianImp,minImp,maxImp,normHits,decision
recv_vce_Mean,1.348271837,1.314025369,-0.454526937,3.058257201,0,Rejected
recv_sms_Mean,-0.603203798,-1.001001503,-1.684930872,1.415126825,0,Rejected
comp_vce_Mean,1.687595743,1.508822688,-0.015697882,3.343987259,0.02020202,Rejected
comp_dat_Mean,0.457822574,0.6050028,-1.29337665,2.256920718,0,Rejected
custcare_Mean,-0.001888881,0.154087529,-2.252641208,1.741619286,0,Rejected
ccrndmou_Mean,-0.12985793,-0.052825941,-1.660717576,2.123958704,0,Rejected
cc_mou_Mean,0.012687232,0.458787354,-2.377661788,1.1753349,0,Rejected
inonemin_Mean,0.58315435,0.608585023,-0.622608018,1.994491475,0,Rejected
threeway_Mean,0.310756664,0.454445198,-1.823121977,2.372113043,0,Rejected
mou_cvce_Mean,2.730442978,2.696718863,0.397346459,5.216049314,0.454545455,Confirmed
mou_cdat_Mean,0.894943864,0.853692182,-0.123420218,2.172042686,0,Rejected
mou_rvce_Mean,3.769794515,3.80392014,0.966414131,6.111509335,0.747474747,Confirmed
owylis_vce_Mean,4.642585729,4.672534028,0.879862788,7.16967051,0.828282828,Confirmed
mouowylisv_Mean,3.906169479,4.035138484,1.139302235,6.376015781,0.777777778,Confirmed
iwylis_vce_Mean,1.637092087,1.515570461,0.07784186,3.060787825,0,Rejected
mouiwylisv_Mean,1.378040048,1.521718329,-0.74622152,2.700813889,0,Rejected
peak_vce_Mean,0.830325865,0.95612198,-0.648359959,2.363099396,0,Rejected
peak_dat_Mean,-0.065112153,0.012127986,-1.752964562,1.629710157,0,Rejected
mou_peav_Mean,1.144104732,1.075770723,-0.636161559,3.239677135,0.01010101,Rejected
mou_pead_Mean,-0.83099492,-0.928344204,-2.472810847,0.670667365,0,Rejected
opk_vce_Mean,2.021573257,1.996155016,-1.033665898,5.267067525,0.131313131,Rejected
opk_dat_Mean,0.130500986,0.242060968,-0.911818379,1.24299476,0,Rejected
mou_opkv_Mean,3.554500631,3.695104944,0.132656201,6.033571491,0.636363636,Rejected
mou_opkd_Mean,0.602744896,0.521749819,-0.715130294,2.526052658,0,Rejected
drop_blk_Mean,0.409103237,-0.091327351,-1.450258353,2.555837216,0,Rejected
attempt_Mean,1.162217157,1.460883616,-0.507940315,2.191957215,0,Rejected
complete_Mean,1.403227117,1.613554015,-0.241356308,2.712801491,0.01010101,Rejected
callfwdv_Mean,-0.130650249,0.003620553,-1.966422268,1.345576179,0,Rejected
callwait_Mean,-0.28011999,-0.471873599,-1.929774514,1.185315382,0,Rejected
drop_vce_Range,-0.149270972,-0.328154109,-2.355317891,3.171418725,0,Rejected
drop_dat_Range,0.15068476,0.167714399,-1.001001503,2.007389766,0,Rejected
blck_vce_Range,0.940365459,1.069897668,-0.857563857,2.152937454,0,Rejected
blck_dat_Range,0.143561402,0,-1.001001503,1.001001503,0,Rejected
unan_vce_Range,0.732159752,0.767309111,-1.790082217,1.863537267,0,Rejected
unan_dat_Range,0.033765951,0.11527772,-1.645993978,1.538938811,0,Rejected
plcd_vce_Range,0.02473475,0.302355994,-2.383590712,1.38391588,0,Rejected
plcd_dat_Range,0.975471293,1.214102239,-1.287091666,3.29842077,0.01010101,Rejected
recv_vce_Range,0.087643373,0.316495321,-1.91695973,2.260138667,0,Rejected
recv_sms_Range,-0.48481815,-0.53665625,-2.247173192,1.64140121,0,Rejected
comp_vce_Range,-0.084183342,-0.223974369,-1.92892507,2.311448894,0,Rejected
comp_dat_Range,0.368129253,0.419285637,-1.045987314,1.989230136,0,Rejected
custcare_Range,-0.158084947,-0.251449767,-1.418840114,1.121275094,0,Rejected
ccrndmou_Range,0.163453502,0.084791125,-1.2376536,1.956033402,0,Rejected
cc_mou_Range,0.369113604,0.520395441,-2.086927029,2.816773587,0.02020202,Rejected
inonemin_Range,1.979935718,2.039188106,-0.609165208,4.105360825,0.050505051,Rejected
threeway_Range,0.369080401,0.133277433,-1.563852252,2.205051309,0,Rejected
mou_cvce_Range,1.517524479,1.783485648,-0.252489009,2.756844128,0,Rejected
mou_cdat_Range,0.21613749,0.482421882,-2.096726023,3.053163932,0.01010101,Rejected
mou_rvce_Range,0.473327677,0.559692946,-0.520499754,1.245826743,0,Rejected
owylis_vce_Range,0.503622821,0.612757047,-1.148360042,2.115457462,0,Rejected
mouowylisv_Range,2.485360704,2.515411841,-0.040597332,4.640999379,0.454545455,Rejected
iwylis_vce_Range,2.165665419,2.166431597,-0.943783655,4.582163194,0.363636364,Rejected
mouiwylisv_Range,1.538543983,1.757565518,-0.631539008,3.572759859,0.060606061,Rejected
peak_vce_Range,0.308005013,0.241689415,-2.203164211,2.038910168,0,Rejected
peak_dat_Range,-0.18003194,0.006711043,-1.522575228,1.685873732,0,Rejected
mou_peav_Range,-0.167732419,0.007400714,-2.327717424,1.035021793,0,Rejected
mou_pead_Range,0.399147869,0.361694183,-1.429451697,2.514204111,0,Rejected
opk_vce_Range,0.734849497,0.897725115,-1.127236799,3.204974385,0,Rejected
opk_dat_Range,0.043878528,0.044509689,-1.53395948,1.769098336,0,Rejected
mou_opkv_Range,2.594015525,2.59509932,0.015180263,5.322480226,0.464646465,Rejected
mou_opkd_Range,1.001868526,1.242402339,-0.922288339,1.532086945,0,Rejected
drop_blk_Range,0.089571122,0.085640176,-2.166912067,1.862137154,0,Rejected
attempt_Range,0.088683492,0.100767808,-0.994174983,1.658223885,0,Rejected
complete_Range,-0.073563264,-0.025713483,-2.239693895,1.546508304,0,Rejected
callfwdv_Range,0.072404382,0.100012493,-1.010046867,1.69776408,0,Rejected
callwait_Range,-0.385352326,-0.29526205,-2.381770497,1.996344419,0,Rejected
months,0.167578225,0.457198214,-2.61588793,1.78111245,0,Rejected
uniqsubs,0.875952858,0.796499155,-0.963612549,2.339541504,0,Rejected
actvsubs,-0.138200252,-0.356085728,-1.658637858,2.512901952,0,Rejected
new_cell,0.163471548,0.072102309,-0.739955729,1.320546124,0,Rejected
crclscod,0.078298695,-0.093096077,-0.892527744,2.093142167,0,Rejected
asl_flag,-0.172103224,-0.105703352,-1.195874491,2.128088978,0,Rejected
totcalls,1.439690388,1.388594167,0.121817177,3.173695514,0.01010101,Rejected
totmou,1.059815677,1.174683667,-1.284598896,2.59318686,0,Rejected
totrev,4.023030382,4.252065855,-0.252316027,6.719944568,0.757575758,Confirmed
adjrev,1.490881737,1.3991957,0.134155422,3.087490976,0.01010101,Rejected
adjmou,3.304852776,3.503238544,-0.323005742,6.163098965,0.646464646,Rejected
adjqty,0.894542803,0.819121398,-0.797565069,2.676598739,0,Rejected
avgrev,3.069410772,3.077320429,-0.243219692,6.261881127,0.666666667,Confirmed
avgmou,1.06164945,0.888631052,-0.223313817,2.329597838,0,Rejected
avgqty,0.869431932,0.94748651,-0.200360116,2.019599622,0,Rejected
avg3mou,4.917849777,4.972466351,3.061854245,7.85479482,0.939393939,Confirmed
avg3qty,2.587246151,2.507054643,0.069511602,6.268266585,0.414141414,Rejected
avg3rev,2.626237854,2.67895545,0.664584912,4.830121994,0.464646465,Rejected
avg6mou,2.631673267,2.715320918,0.360959182,5.398235575,0.484848485,Confirmed
avg6qty,0.769050594,0.68103442,-0.702214327,2.535782152,0,Rejected
avg6rev,1.513262297,1.633205867,-0.40989356,2.92630817,0,Rejected
csa,0.562326901,0.636671734,-1.293594717,1.654766675,0,Rejected
area,2.891474034,2.793814636,0.46480311,5.547027816,0.494949495,Rejected
dualband,0.910293335,1.047185619,-0.979179236,2.468942671,0,Rejected
refurb_new,0.770884801,1.128806441,-1.191871934,2.363237475,0,Rejected
phones,0.654580622,0.662684824,-0.921759557,2.288338614,0,Rejected
models,2.583009584,2.567446185,-0.173353978,5.079863283,0.393939394,Rejected
hnd_webcap,6.76361788,6.74073746,3.759098297,8.880759834,1,Confirmed
eqpdays,13.31604609,13.5388724,8.792005834,16.93941994,1,Confirmed
